OPERADOR,DEPARTAMENTO,MUNICIPIO,NOMBRE ZONA WIFI,ID ZONA WIFI,DIRECCION,LONGITUD ,LATITUD,FECHA ACTIVACIÓN
ERT,Meta,Granada,PARQUE RECREACIONAL DEL ARIARI (VILLA OLÍMPICA),5031302002,CALLE 5C CON CARRERA 39-56,-73.702482,3.544963,05/03/2017 12:00:00 AM
ETB,Meta,Villavicencio,PLAZA LOS LIBERTADORES,5000101000,CARRERA 33 NO. 38-45 CENTRO,-73.637972,4.151055,02/03/2017 12:00:00 AM
ERT,Meta,Villavicencio,PLAZOLETA LOS LIBERTADORES-PARQUE DE LA ESPERANZA,5000102001,CALLE 9 CARRERA 44,-73.635056,4.126361,05/03/2017 12:00:00 AM
ERT,Meta,Villavicencio,PARQUE DEL AGUA,5000102002,CALLE 35 CON CARRERA 18,-73.618269,4.148136,05/03/2017 12:00:00 AM
ERT,Meta,Villavicencio,PARQUE DEL VILLA BOLIVAR,5000102003,CALLE 5C CON CARRERA 39-56,-73.635048,4.122102,05/03/2017 12:00:00 AM
ERT,Meta,Villavicencio,PARQUE FUNDADORES,5000102004,CALLE 1 CON CARRERA 48,-73.642432,4.122167,03/02/2017 12:00:00 AM
ERT,Nariño,Barbacoas,PARQUE TOMAS CIPRIANO DE MOSQUERA,5207902001,CALLE ACEQUIA ARRIBA FRENTE A LA PARROQUIA SANTA MARIA,-78.141417,1.671017,04/29/2017 12:00:00 AM
ERT,Nariño,Francisco Pizarro,PARQUE PRINCIPAL A LADO DE ALCALDÍA,5252002001,PARQUE PINCIPAL,-78.657706,2.040941,04/29/2017 12:00:00 AM
ERT,Nariño,La Tola,PLAZA CENTRAL,5239002001,ENTRE LA CALLE 1 Y 2- B/ YACUP,-78.18971,2.399546,04/29/2017 12:00:00 AM
ERT,Nariño,La Unión,PARQUE MARISCAL SUCRE,5239902001,PARQUE SUCRE CARRERA 1 CALLE 18 Y CALLE 19,-77.131666,1.605833,04/29/2017 12:00:00 AM
ERT,Nariño,Magüi,PARQUE FAUSTINO HERRERA,5242702001,FRENTE A ALCALDÍA,-78.183444,1.766916,04/29/2017 12:00:00 AM
ERT,Nariño,Mosquera,TOMÁS CIPRIANO DE MOSQUERA,5247302001,CALLE 1 Y 2 BARRIO LAS MERCEDES,-78.451577,2.508943,04/29/2017 12:00:00 AM
ERT,Nariño,Pasto,SECTOR BARRIO POPULAR,5200102001,ENTRE CALLE 3 Y 5 CON KLM 3 VIA AL OR,-77.2475,1.20055,04/29/2017 12:00:00 AM
ERT,Nariño,Pasto,PARQUE PRINCIPAL CARLOS PIZARRO,5200102002,CALLE 26 CON MANZANA C Y D,-77.265,1.215555,04/29/2017 12:00:00 AM
ERT,Nariño,Pasto,PARQUE PRINCIPAL PANDIACO,5200102003,ENTRE CARRERA 42 Y 43 CON CALLE 19 Y 19B,-77.287222,1.230277,04/29/2017 12:00:00 AM
ETB,Nariño,Pasto,PLAZA DE MERCADO,6200101000,CARRERA 7A CON CALLE 15D,-77.271267,1.197797,04/29/2017 12:00:00 AM
ERT,Nariño,San Andres de Tumaco,PARQUE COLON,5283502000,CALLE Y 15A ENTRE CARRERA 8 Y 9,-78.763481,1.8062,12/27/2016 12:00:00 AM
ERT,Nariño,San Andres de Tumaco,CANCHA SAN JUDAS,5283502001,CALLE 7D CON CARRERA 6,-78.765251,1.810334,04/29/2017 12:00:00 AM
ERT,Nariño,San Andres de Tumaco,PARQUE CABALLITO GARCÉS,5283502002,PARQUE CABALLITO GARCES,-78.750145,1.817269,04/29/2017 12:00:00 AM
ERT,Nariño,San Andres de Tumaco,CIUDADELA,5283502003,ENTRE CR 32 Y 33 CON CALLE 31 Y 34,-78.784336,1.786594,04/29/2017 12:00:00 AM
UNE,Norte de Santander,Bochalema,PARQUE PRINCIPAL BOCHALEMA,5409906001,AV. 2 CALLE 7,-72.646484,7.612333,06/15/2017 12:00:00 AM
UNE,Norte de Santander,Chinácota,PARQUE INFANTIL,5417206001, AV.4 CALLE 20 BARRIO LA CABRERA,-72.599049,7.605332,06/15/2017 12:00:00 AM
ETB,Norte de Santander,Cúcuta,PLAZOLETA DE TELECOM,5400101000,AVENIDA 0 CON CALLE 10,-72.497766,7.887916,02/23/2017 12:00:00 AM
UNE,Norte de Santander,Cúcuta,PARQUE PRINCIPAL BARRIO SAN LUIS,5400106001,CL 13 ENTRE AV 2 Y AV 3,-72.483591,7.892943,06/15/2017 12:00:00 AM
UNE,Norte de Santander,Cúcuta,PARQUE PRINCIPAL BARRIO NIZA,5400106002,AV 18 ESTE X CL 16 NORTE,-72.486468,7.916313,06/15/2017 12:00:00 AM
UNE,Norte de Santander,Cúcuta,PARQUE PRINCIPAL BARRIO AEROPUERTO,5400106003,CL 10 ENTE AV 3 Y AV 4 BARRIO AEROPUERTO,-72.505489,7.933767,06/15/2017 12:00:00 AM
UNE,Norte de Santander,Cúcuta,CERRO NAZARENO,5400106004, KDX-5-3-M SECTOR NAZARENO BARRIO ANTONIO SANTOS,-72.540203,7.915044,06/15/2017 12:00:00 AM
UNE,Norte de Santander,Cúcuta,PARQUE CUCUTA 300 AÑOS,5400106005,CL 9 ENTRE AV 1 Y 2,-72.500332,7.888647,06/15/2017 12:00:00 AM
UNE,Norte de Santander,Cúcuta,PARQUE DANIEL HERNANDEZ BARRIO TORCOROMA,5400106006,AV. 11 ENTRE CALLES 7 Y 8 BARRIO TORCOROMA,-72.475734,7.895432,06/15/2017 12:00:00 AM
UNE,Norte de Santander,Cúcuta, PLAZOLETA CEMENTERIO CENTRAL,5400106007,CALLE 25 CON AV. 5 BARRIO BUENOS AIRES,-72.51643,7.879706,06/15/2017 12:00:00 AM
UNE,Norte de Santander,Cúcuta,PARQUE COLON,5400106008, CALLE 17 CON DIAGONAL CEMENTERIO CENTRAL,-72.501217,7.88451,06/15/2017 12:00:00 AM
UNE,Norte de Santander,Cúcuta,PARQUE DEPORTIVO DEL BARRIO CIUDAD JARDIN,5400106009,NORTE: ZONA RURAL SUR: CALLE 0 ORIENTE: CARRERA 13ª. OCCIDENTE: CARRERA 10ª Y CARRERA 8ª,-72.48859,7.909664,06/15/2017 12:00:00 AM
TELEBUCARAMANGA,Norte de Santander,Gramalote,PLAZA DE MERCADO,5431305001,PLAZA DE MERCADO DE GRAMALOTE,-72.78836,7.915033,10/09/2017 12:00:00 AM
TELEBUCARAMANGA,Norte de Santander,Gramalote,PARQUE PRINCIPAL,5431305002,PARQUE PRINCIPAL DE GRAMALOTE,-72.787194,7.915389,10/09/2017 12:00:00 AM
TELEBUCARAMANGA,Norte de Santander,Los Patios,POLIDEPORTIVO LA SABANA (PARQUE DE LA SABANA),5440505001,CRA. 4 #33-1 A 33-73,-72.502777,7.840944,06/15/2017 12:00:00 AM
ERT,Norte de Santander,Ocaña,PARQUE PRINCIPAL,5449802000,"CARRERA 12 Y 13, CALLE 10 Y 11 PARQUE 29 DE MAYO",-73.353844,8.235411,02/23/2017 12:00:00 AM
UNE,Norte de Santander,Pamplona,CASA CUBIERTA MERCADO,5451806001,CRA 5X CL6,-72.649123,7.3759,06/15/2017 12:00:00 AM
UNE,Norte de Santander,Pamplona,PLAZA ALMEDIA,5451806002, CALLE 15 A CON CARRERA 43,-72.650132,7.373154,06/15/2017 12:00:00 AM
EMTEL,Putumayo,Mocoa,PARQUE GENERAL SANTANDER,8600103000,PARQUE GENERAL SANTANDER,-76.647869,1.14648,02/10/2017 12:00:00 AM
TELEBUCARAMANGA,Putumayo,Mocoa,PARQUE DE LA NOTARÍA,8600105001,CRA 8A # 14- 1,-76.64772,1.152896,11/17/2017 12:00:00 AM
TELEBUCARAMANGA,Putumayo,Mocoa,CANCHA DE SAN AGUSTÍN,8600105002,CARA 3 CALLE 8,-76.644303,1.144977,11/17/2017 12:00:00 AM
TELEBUCARAMANGA,Putumayo,Mocoa,PARQUE DE HUASIPANGA,8600105003,CALLE 8 CARRERA 16,-76.654615,1.153422,11/17/2017 12:00:00 AM
TELEBUCARAMANGA,Putumayo,Orito,PARQUE PRINCIPAL,8632005001,CR: 15A-CASA1,-76.874789,0.668767,11/17/2017 12:00:00 AM
ERT,Putumayo,Puerto Asís,PARQUE PRINCIPAL,8656802000,CALLE 9 Y 10 ENTRE CARRERA 18 Y 19,-76.504042,0.494997,01/24/2017 12:00:00 AM
TELEBUCARAMANGA,Putumayo,Puerto Asís,BIBLIOTECA PÚBLICA,8656805001,LOTE 1 MANZANA 32,-76.4935,0.517875,11/17/2017 12:00:00 AM
TELEBUCARAMANGA,Putumayo,Puerto Asís,PARQUE KENNEDY - POLIDEPORTIVO,8656805002,CLL 15 A # 32A,-76.492446,0.498374,11/17/2017 12:00:00 AM
TELEBUCARAMANGA,Putumayo,Puerto Asís,PARQUE SAN NICOLÁS,8656805003,CRA. 24 #14114,-76.499417,0.499653,11/17/2017 12:00:00 AM
TELEBUCARAMANGA,Putumayo,San Francisco,PARQUE PRINCIPAL LOS FUNDADORES,8675505001,CL. 4 #5-2 A 5-108,-76.87979,1.174512,11/17/2017 12:00:00 AM
TELEBUCARAMANGA,Putumayo,Valle del Guamuez,PARQUE CENTRAL LOS FUNDADORES,8686505001,CL. 9 #5-1 A 5-45,-76.90375,0.425213,11/17/2017 12:00:00 AM
ETB,Quindio,Armenia,PARQUE CAFETERO,6300101000,CARRERA 14 Y 15 CON CALLE 24 Y 26,-75.675172,4.531478,01/11/2017 12:00:00 AM
TELEBUCARAMANGA,Quindio,Armenia,PLAZA DE MERCADO LA MINORISTA,6300105001,CALLE 24 # 27B,-75.683563,4.539585,06/05/2017 12:00:00 AM
TELEBUCARAMANGA,Quindio,Armenia,PLAZA DE BOLIVAR,6300105002,CARRERA 20 CALLE 13,-75.672828,4.532345,06/05/2017 12:00:00 AM
TELEBUCARAMANGA,Quindio,Armenia,PARQUE URIBE,6300105003,CALLE 29 # 12,-75.67662,4.528307,06/05/2017 12:00:00 AM
ETB,Quindio,Calarca,CALARCÁ - PLAZA DE BOLIVAR,6313001000,CARRERA 25 CON CALLE 39,-75.640444,4.530694,01/11/2017 12:00:00 AM
TELEBUCARAMANGA,Quindio,Calarca,PLAZA DE MERCADO,6313005001,CLL 39 # 27,-75.64256,4.530772,06/05/2017 12:00:00 AM
TELEBUCARAMANGA,Quindio,Calarca,PARQUE PRINCIPAL DEL CORREGIMIENTO DE BARCELONA,6313005002,CRA 14 # 10,-75.718772,4.426518,10/06/2017 12:00:00 AM
TELEBUCARAMANGA,Quindio,Calarca,"CENTRO POBLADO QUEBRADA NEGRA PARQUE CULTURAL Y RECREATIVO
(POSIBLE CAMBIO DE SITIO)",6313005003,PARQUE QUEBRADA NEGRA,-75.668392,4.445052,10/06/2017 12:00:00 AM
TELEBUCARAMANGA,Quindio,Filandia,MIRADOR ECO PARQUE COLINA ILUMINADA,6327205001,SALIDA QUIMBAYA VIA FILANDIA QUIMBAYA,-75.665874,4.66897,06/05/2017 12:00:00 AM
TELEBUCARAMANGA,Quindio,Filandia,CALLE DEL TIEMPO DETENIDO,6327205002,CLL 7 # 5,-75.658268,4.675641,06/05/2017 12:00:00 AM
TELEBUCARAMANGA,Quindio,Génova,SECTOR CENTRO (SECTOR COMERCIAL). CALLE DEL COMERCIO,6330205001,CARRERA 11 DESDE LA CALLE 25 A LA 19,-75.79057,4.206546,06/05/2017 12:00:00 AM
TELEBUCARAMANGA,Quindio,La Tebaida,PLAZA DE BOLÍVAR,6340105001,CRA 6 # 11-93,-75.789225,4.453848,06/05/2017 12:00:00 AM
TELEBUCARAMANGA,Quindio,Pijao,PARQUE BARRIO FUNDADORES,6354805001,CLL 18A # 3,-75.705198,4.330091,06/05/2017 12:00:00 AM
TELEBUCARAMANGA,Quindio,Salento,CALLE REAL,6369005001,CALLE REAL,-75.568361,4.638501,06/05/2017 12:00:00 AM
ERT,Risaralda,Apía,PARQUE PRINCIPAL,6604502001,CRA 8 Y 9 ENTRE CALLES 8 Y 9,-75.9424,5.106661,06/05/2017 12:00:00 AM
ERT,Risaralda,Apía,ZONA PLAZA DE MERCADO,6604502002,CRA 8 Y 9 CON CALLE 7,-75.941988,5.105624,06/05/2017 12:00:00 AM
ERT,Risaralda,Balboa,PARQUE PRINCIPAL JACOBO RUIZ,6607502001,CLL 6 Y 7 ENTRE CRA 4 Y 3 ,-75.957942,4.948877,06/05/2017 12:00:00 AM
UNE,Risaralda,Balboa,CALLE PRINCIPAL,6607506001, CALLE 8 ENTRE LAS CARRERAS 8 Y 6,-75.959,4.950472,06/05/2017 12:00:00 AM
ERT,Risaralda,Belén de Umbría,PARQUE LA PLAZUELA,6608802001,CRA 10 Y 11 CON CALLE 10 Y 11,-75.866644,5.203163,06/05/2017 12:00:00 AM
ERT,Risaralda,Belén de Umbría,PARQUE PRINCIPAL,6608802002,CRA 10 Y 11 CON CLL 5 Y 6,-75.86907,5.201128,06/05/2017 12:00:00 AM
ERT,Risaralda,Belén de Umbría,PATINODROMO,6608802003,CRA 13 CON CALLE 3,-75.871721,5.201378,06/05/2017 12:00:00 AM
ETB,Risaralda,Dosquebradas,SANTA TERESITA,6617001000,CARRERA 15ª – 15B CALLES 61 - 62,-75.663833,4.843166,02/01/2017 12:00:00 AM
ERT,Risaralda,Dosquebradas,CANCHA LOS LAGOS,6617002001,CALLE 26A CRA29,-75.66551,4.825067,06/05/2017 12:00:00 AM
ERT,Risaralda,Dosquebradas,"PLAYA RICA, PARQUE LOS REYES",6617002002,CRA 7 CALLE 43,-75.674011,4.842176,06/05/2017 12:00:00 AM
ERT,Risaralda,Dosquebradas,VILLA ALEXANDRA,6617002003,MZ 8,-75.697164,4.825871,06/05/2017 12:00:00 AM
ERT,Risaralda,Dosquebradas,CANCHA LA ESNEDA,6617002004,MZ 7 CRA 4A CALLE 3,-75.6952,4.821031,06/05/2017 12:00:00 AM
ERT,Risaralda,Dosquebradas,ESQUINA SENA-SANTA ISABEL,6617002005,CALLE 27 CON CRA 7,-75.680875,4.83635,06/05/2017 12:00:00 AM
ERT,Risaralda,Dosquebradas,CAPILLA EL OTÚN,6617002006,CARRERA 18 CALLE 3,-75.683892,4.816733,06/05/2017 12:00:00 AM
ERT,Risaralda,Dosquebradas,RUTA GASTRONÓMICA LA PRADERA,6617002007,CALLE 21 CRA 19,-75.679272,4.827311,06/05/2017 12:00:00 AM
ERT,Risaralda,Dosquebradas,BARRIO CAMILO TORRES (CASA DE JUSTICIA),6617002008,CARRERA 21 MZ 6 PLAN 3 - COMUNA 9,-75.657811,4.843975,06/05/2017 12:00:00 AM
ERT,Risaralda,Dosquebradas,PARQUE Y CANCHA LA SULTANA,6617002009,MZ 6 - CALLE 14 Y 15 CON CARRERA 26,-75.675458,4.817869,06/05/2017 12:00:00 AM
ERT,Risaralda,Dosquebradas,CIC - CENTRO DE INTEGRACIÓN CIUDADANO,6617002010,CALLE25 CRA 8,-75.690427,4.833578,06/05/2017 12:00:00 AM
ERT,Risaralda,Dosquebradas,CANCHA PRIMAVERA AZUL,6617002011,CALLE 52 CRA 23,-75.659967,4.834314,06/05/2017 12:00:00 AM
UNE,Risaralda,Dosquebradas,CANCHA Y COLEGIO AGUSTÍN NIETO CABALLERO- FRAILES,6617006001,CALLE 35 Y 36 CON 19 BIS,-75.662931,4.811233,06/05/2017 12:00:00 AM
UNE,Risaralda,Dosquebradas,PARQUE GUADALUPE,6617006002,CALLE 35 Y 36 CON 19 BIS,-75.673864,4.837122,06/05/2017 12:00:00 AM
UNE,Risaralda,Dosquebradas,PLAZOLETA BOSQUES DE LA ACUARELA IV ETAPA,6617006003,TRANSVERSAL 10 CON SUPERMERCADO LA MONEDA Y PANADERÍA RICURAS DE LA ACUARELA,-75.662844,4.854814,06/05/2017 12:00:00 AM
ERT,Risaralda,Guática,PARQUE PRINCIPAL SAN CLEMENTE,6631802001,CRA 2 CALLE 3,-75.787222,5.317235,06/05/2017 12:00:00 AM
ERT,Risaralda,Guática,PARQUE PRINCIPAL,6631802002,CALLE 8 CRA 7,-75.801056,5.315471,06/05/2017 12:00:00 AM
ERT,Risaralda,La Celia,PARQUE PRINCIPAL,6638302001,CALLE 3 Y 4 CRA 2 Y 3,-76.002471,5.004348,06/05/2017 12:00:00 AM
ERT,Risaralda,La Celia,HOGAR COLOMBIANO,6638302002,CRA 2A,-76.002685,4.99889,06/05/2017 12:00:00 AM
ERT,Risaralda,La Virginia,PARQUE PRINCIPAL,6640002001,CALLE 6 Y 7 ENTRE TRANSVERSAL 7 Y CRA 7A,-75.88345,4.894314,06/05/2017 12:00:00 AM
ERT,Risaralda,La Virginia,PARQUE FUNDADORES,6640002002,TV 8B CON CLL 10 Y 8B,-75.881728,4.897043,06/05/2017 12:00:00 AM
ERT,Risaralda,La Virginia,PARQUE PIO XII,6640002003,CLL 16A CRA 12 VÍA MEDELLÍN,-75.877884,4.902032,06/05/2017 12:00:00 AM
ERT,Risaralda,La Virginia,PARQUE LIBERTADORES,6640002004,CLL 3 CON 4 CRA 20 Y 21,-75.870764,4.8911,06/05/2017 12:00:00 AM
ERT,Risaralda,La Virginia,PARQUE LINEAL SOPINGA,6640002005,CALLE 17A Y 18B ENTRE CRA 6A Y 11A,-75.87987,4.903822,06/05/2017 12:00:00 AM
ERT,Risaralda,La Virginia,CANCHA BERNARDO BOLIVAR (BOMBONERA),6640002006,CLL 11 Y 12 CRA 2 Y 3,-75.887241,4.898643,06/05/2017 12:00:00 AM
ERT,Risaralda,Marsella,PLAZA PRINCIPAL,6644002001,CALLE 9 CON CRA 9,-75.738642,4.936482,06/05/2017 12:00:00 AM
ERT,Risaralda,Marsella,PLAZA DE MERCADO,6644002002,CALLE 9 CON CRA 12,-75.738375,4.938656,06/05/2017 12:00:00 AM
ERT,Risaralda,Mistrató,PARQUE PRINCIPAL,6645602001,CRA 6 CON CALLE 5,-75.882514,5.296117,06/05/2017 12:00:00 AM
UNE,Risaralda,Mistrató,SECTOR ESTADIO MUNICIPAL  ÁREA RECREATIVA DEPORTIVA Y TURÍSTICA,6645606001,BARRIO BUENOS AIRES ENTRE  CALLES 10 Y 11Y  CARRERA 3 Y 4 A,-75.8837,5.3009,06/05/2017 12:00:00 AM
UNE,Risaralda,Pereira,VILLA SANTANA INTERMEDIO,6600106000,CL. 18 ESTE MZ 3 CS 24,-75.667194,4.799216,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,LA GRAN MANZANA,6600106001,"CRA. 3C #59-2 A 59-110, PARQUE INDUSTRIAL",-75.727066,4.823758,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE GALAN,6600106002,CRA 1 BIS CLL 32 B,-75.705147,4.820894,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE LA AVIONETA,6600106003,MZ 7 CS 1 SAMARIA I PARQUE LA AVIONETA,-75.706847,4.792869,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE DE BOSTON SINTETICA,6600106004,CLL 20 CRA 23 BOSTON,-75.696952,4.80005,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE CENTRAL TOBOGAN,6600106005,"CRA. 29 #16-64 A 16-116,",-75.694686,4.79578,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,CANCHA GAVIOTAS,6600106006,"CRA. 29 #20C-30,",-75.697858,4.797444,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE MEJIA ROBLEDO,6600106007,CRA 17 CON CLL 19 PARQUE MEJIA ROBLEDO,-75.694675,4.806094,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE EL LAGO,6600106008,"CL. 25 #7-2 A 7-106,",-75.699158,4.814777,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE OLAYA,6600106009,CRA 13 CALLE 22,-75.697025,4.809316,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE GAITAN,6600106010,CRA 4 ENTRE CALLE 25 Y 26,-75.699358,4.817597,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PLAZA VICTORIA,6600106011,CLL 16 CON CRA 10,-75.692394,4.811166,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,COLEGIO SAN NICOLAS,6600106012,CRA 15 CLL 30 BARRIO SAN NICOLAS,-75.704525,4.808797,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,ESTACIÓN SEXTA,6600106013,CRA 6 ENTRE CLL 19 Y 20,-75.694677,4.815588,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE LA LIBERTAD,6600106014,CLL 13 Y 14 CARRERA 7 Y 8,-75.689736,4.813569,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,AV DEL RIO - BARRIO ZEA,6600106015,AVENIDA DEL RIO CLL 17 BARRIO ZEA,-75.691863,4.819927,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,AV DEL RIO - BARRIO AMERICA,6600106016,AVENIDA DEL RIO CLL 14 BARRIO AMERICA,-75.690061,4.818866,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,CRA 1 #39B STA HELENA,6600106017,CRA 1 CLL 39,-75.711761,4.819494,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,CANCHA COLINAS DEL TRIUNFO,6600106018,CRA 5 CLL 44,-75.716108,4.818026,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,BARRIO SAN CAMILO,6600106019,CLL 34 CON 3 BIS ESQUINA,-75.706447,4.819077,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE MALAGA,6600106020,CLL 61 CRA 1 BIS BRRIO MALAGA,-75.728633,4.826697,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,CANCHA SECTOR B PARQUE INDUSTRIA,6600106021,CANCHA SECTOR B PARQUE INDUSTRIAL CRA 4 CLL 58,-75.725205,4.82248,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,BOQUIA,6600106022,CRA 4 CLL 62 CIUDAD BOQUIA,-75.724966,4.82265,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,CRUCERO DE COMBIA,6600106023,VIA PEREIRA MARSELLA CRUCERO DE COMBIA FRENTE A LIMONCITO CON RON,-75.757555,4.831261,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,VIA PRINCIPAL SAMARIA I,6600106024,MZ 31 CS 10 SAMARIA I,-75.7085,4.796147,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE DE SAMARIA II,6600106025,MZ 45 CS 1 SAMARIA II,-75.709127,4.797933,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE POBLADO 1 ,6600106026,MZ J CS 19 POBLADO I ETAPA,-75.706608,4.804347,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,ZONA CENTRO,6600106027,CRA 8 CLL 17,-75.692597,4.81365,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,LAS BRISAS ,6600106028,MZA 32 CSA 13 BARRIO LAS BRISAS,-75.667938,4.793127,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PLAZA MERCADO LA 40,6600106029,CALLE 41 CON CARRERA 11 ESQUINA,-75.713191,4.814322,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PLAZA DE MERCADO LA 29,6600106030,CALLE 29 ENTRE CARRERA 7 Y 8,-75.702616,4.815233,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,CALLE LA FUNDACIÓN,6600106031,CLL 19 CRA 10,-75.694477,4.812158,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,CAI BERLIN,6600106032,CRA 12 # 7-23,-75.684447,4.809275,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE CESAR NADER,6600106033,CANCHA BARRIO CESAR NADER,-75.6698,4.806333,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,HERNANDO VELEZ CANCHA,6600106034,CRA 9 CLL 2B BARRIO HERNANDO VELEZ,-75.680669,4.812736,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE DE BERLIN,6600106035,CRA 10 CLL 2,-75.680241,4.810577,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE BUENOS AIRES,6600106036,CLL 35 ENTRE CARRERA 9 Y 10,-75.708313,4.814061,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,CANCHA DE NACEDEROS,6600106037,"CRA. 11 #62-1 A 62-83,",-75.73245,4.816138,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,CANCHA MATECAÑA,6600106038,CRA 11 84-14 MATECAÑA,-75.747338,4.811436,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,EL BOSQUE CALLE 5,6600106039,CLL 5 # 31-48 EL BOSQUE,-75.685736,4.791977,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,TRAVESURAS CLL 16 CARRERA 18 CLL 16,6600106040,CARRERA 18 CLL 16,-75.692425,4.804172,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,TERMINAL DE TRANSPORTES NIVEL II,6600106041,TERMINAL DE TRANSPORTE PISO 2,-75.693466,4.801783,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE KENNEDY,6600106042,AVENIDA SANTANDER CALLE 9E Y 8E BARRIO KENNEDY,-75.672055,4.807766,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,IGLESIA BARRIO PROVIDENCIA,6600106043,CRA 20 B CON CLL 12B,-75.697594,4.803366,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,COLEGIO ORMAZA SALA INFORMATICA PISO 3,6600106044,CRA 22 CON CALLE 74 COLEGIO ORMAZA SALA INFORMATICA PISO 3,-75.744422,4.802725,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,SECTOR COMERCIAL CUBA,6600106045,CRA 24B CLL 72 CUBA,-75.739027,4.805455,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE GUADALUPE ZAPATA,6600106046,CALLE 71 CARRERA 25 CUBA PARQUE GUADALUPE ZAPATA,-75.73935,4.804622,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,LOS CRISTALES,6600106047,CRA 24B CLL 72 CUBA,-75.736047,4.804525,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE LA DULCERA,6600106048,AVENIDA SUR CLL 28,-75.703533,4.805922,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,CRA7 Y 8 CLL 19 Y 20,6600106049,CRA7 Y 8 CLL 19 Y 20,-75.694666,4.814402,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,COMUNA ORIENTE ALFONZO LOPEZ,6600106050,CRA 7 CLL 1E 25 BARRIO ALFONSO LOPEZ,-75.677213,4.812022,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,ALTAGRACIA LA VIRGEN,6600106051,VIA PEREIRA ALTAGRACIA AL FRENTE DEL ACUEDUCTO CESTILLAL EL DIAMANTE,-75.712677,4.74015,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,PARQUE DE ARABIA,6600106052,PARQUE PRINCIPAL ARABIA,-75.716751,4.71883,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,BARRIO LA UNIDAD ( CASETA ),6600106053,CRA 33 CALLE 22 B,-75.698161,4.793491,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,BOMBEROS CAIMALITO,6600106054,BOMBEROS CAIMALITO,-75.882441,4.888358,09/19/2016 12:00:00 AM
UNE,Risaralda,Pereira,CENTRO CASETA COMUNAL CAIMALITO,6600106055,VIA PPAL CAIMALITO CS 375,-75.877155,4.885383,09/19/2016 12:00:00 AM
